"Id","Title","Excerpt","Description","Synonyms","Variations","Categories"
"","Terror Crew Axe-wielder","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/terror_crew_axewielder.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Terror Crew Axe-wielder</strong>

<em>Human, Pirate, Warrior</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 2.
<span class=""keyword exposed"">Exposed</span>: Damage a random enemy unit by 2.
","","","gwent_card"
"","Stunning Blow","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/stunning_blow.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Stunning Blow</strong>

<em>Raid</em>

Damage a unit by 4. If it has <span class=""keyword armor"">Armor</span>, increase damage to 7.
","","","gwent_card"
"","Zoltan: Warrior","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/zoltan_warrior.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Zoltan: Warrior</strong>

<em>Dwarf, Warrior</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): <span class=""keyword spawn"">Spawn</span> 2 Rowdy Dwarves in this row.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Boost all allied Rowdy Dwarves by 2.
","","","gwent_card"
"","Percival Schuttenbach","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/percival_schuttenbach.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Percival Schuttenbach</strong>

<em>Gnome</em>

<span class=""keyword harmony"">Harmony</span> 2.
","Percival","","gwent_card"
"","Munro Bruys","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/munro_bruys.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Munro Bruys</strong>

<em>Dwarf</em>

<span class=""keyword deploy"">Deploy</span>: Transform 2 allied Rowdy Dwarfs into Dwarf Berserkers.
","","","gwent_card"
"","Figgis Merluzzo","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/figgis_merluzzo.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Figgis Merluzzo</strong>

<em>Dwarf</em>

<span class=""keyword defender"">Defender</span>.
<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> Rowdy Dwarf in this row.
","Figgis","","gwent_card"
"","Zoltan's Company","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/zoltans_company.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Zoltan's Company</strong>

<em>Nature</em>

<span class=""keyword spawn"">Spawn</span> 3 Rowdy Dwarves in an allied row.
","Zoltans Company","","gwent_card"
"","Dwarven Chariot","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dwarven_chariot.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dwarven Chariot</strong>

<em>Machine</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> a Rowdy Dwarf in this row.
<span class=""keyword bonded"">Bonded</span>: <span class=""keyword spawn"">Spawn</span> 2 Rowdy Dwarves in this row instead.
","","","gwent_card"
"","Tempering","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/tempering.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Tempering</strong>

<em>Nature</em>

Boost an ally by 5. If it's a Dwarf, also give it 2 <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Miner","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/miner.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Miner</strong>

<em>Dwarf</em>

<span class=""keyword order"">Order</span>: Boost an allied unit by 2.
If it's a Dwarf, also give it 2 <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Dryad Enchantress","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dryad_enchantress.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dryad Enchantress</strong>

<em>Dryad</em>

<span class=""keyword deploy"">Deploy</span>: Give <span class=""keyword vitality"">Vitality</span> to an allied unit for the number of turns equal to its <span class=""keyword armor"">Armor</span>.
","","","gwent_card"
"","Dwarf Berserker","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dwarf_berserker.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dwarf Berserker</strong>

<em>Dwarf</em>

<span class=""keyword barricade"">Barricade</span>: At the end of your turn, damage self by 1 then damage a random enemy unit by 1.
","","","gwent_card"
"","Rowdy Dwarf","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/rowdy_dwarf.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Rowdy Dwarf</strong>

<em>Dwarf, Token</em>

<span class=""keyword doomed"">Doomed</span>. 
","","","gwent_card"
"","Radeyah","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/radeyah.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Radeyah</strong>

<em>Human, Mage</em>

If your starting deck has no duplicates,
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): <span class=""keyword spawn"">Spawn</span> your faction stratagem in this row.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): <span class=""keyword create"">Create</span> Neutral stratagem in this row.
","","","gwent_card"
"","Maraal","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/maraal.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Maraal</strong>

<em>Human, Agent</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword poison"">Poison</span> an enemy unit.
<span class=""keyword order"">Order</span>: <span class=""keyword poison"">Poison</span> an enemy unit.
","","","gwent_card"
"","Matta Hu'uri","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/matta_huuri.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Matta Hu'uri</strong>

<em>Human, Agent</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): If neither player has passed and your opponent's hand is not full, they draw the lowest-cost card, and you draw the highest-cost card.
","Matta Huuri,Matta","","gwent_card"
"","Dulla kh'Amanni","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dulla_khamanni.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dulla kh'Amanni</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: If you control Runewright, <span class=""keyword spawn"">Spawn</span> Desert Treasure in this row.
","Dulla khAmanni","","gwent_card"
"","Runewright","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/runewright.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Runewright</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: If you control Dulla kh'Amanni, <span class=""keyword spawn"">Spawn</span> Desert Treasure in this row.
","","","gwent_card"
"","Saer Qu'an","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/saer_quan.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Saer Qu'an</strong>

<em>Beast</em>

After 2 of your turns, boost self by 10 at the end of the turn.
","Saer Quan","","gwent_card"
"","Caravan Vanguard","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/caravan_vanguard.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Caravan Vanguard</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Boost self by 3.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): <span class=""keyword spawn"">Spawn</span> a base copy of self in this row.
<span class=""keyword bonded"">Bonded</span>: Use both abilities.
","","","gwent_card"
"","Caravan Guard","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/caravan_guard.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Caravan Guard</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 1. Increase the damage by 1 for each 3 power the target has.
","","","gwent_card"
"","King Cobra","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/king_cobra.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>King Cobra</strong>

<em>Beast</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword poison"">Poison</span> an enemy unit.
","","","gwent_card"
"","Ofiri Merchant","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ofiri_merchant.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ofiri Merchant</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: Swap the top card of your opponent's deck with yours.
","","","gwent_card"
"","Basilisk Venom","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/basilisk_venom.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Basilisk Venom</strong>

<em></em>

<span class=""keyword order"">Order</span>: <span class=""keyword poison"">Poison</span> a random enemy unit.
","","","gwent_card"
"","Crystal Skull","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/crystal_skull.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Crystal Skull</strong>

<em></em>

<span class=""keyword order"">Order</span>: <span class=""keyword purify"">Purify</span> an allied unit and boost it by 3.
","","","gwent_card"
"","Enchanted Armor","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/enchanted_armor.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Enchanted Armor</strong>

<em></em>

<span class=""keyword order"">Order</span>: Boost a unit in your hand by 3.
","","","gwent_card"
"","Cursed Scroll","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/cursed_scroll.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Cursed Scroll</strong>

<em></em>

<span class=""keyword order"">Order</span>: Look at the top 3 cards from your deck and draw one of them, then put a card from your hand at the bottom of your deck.
","","","gwent_card"
"","Ceremonial Dagger","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ceremonial_dagger.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ceremonial Dagger</strong>

<em></em>

<span class=""keyword order"">Order</span>: Damage an enemy unit by 3.
","","","gwent_card"
"","Magic Lamp","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/magic_lamp.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Magic Lamp</strong>

<em></em>

<span class=""keyword order"">Order</span>: Transform into Lamp Djinn.
","","","gwent_card"
"","Engineering solution","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/engineering_solution.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Engineering solution</strong>

<em></em>

<span class=""keyword order"">Order</span>: Boost an allied unit by 3 and give it <span class=""keyword shield"">Shield</span>.
","","","gwent_card"
"","War Elephant","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/war_elephant.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>War Elephant</strong>

<em>Beast, Siege Engine</em>

<span class=""keyword order"">Order</span>: Damage adjacent units by 4, then boost self by 4 for each unit damaged.
","","","gwent_card"
"","Siege","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/siege.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Siege</strong>

<em>Scenario</em>

Scenario: Progress whenever you play a Siege Engine
Prologue: <span class=""keyword spawn"">Spawn</span> a Reinforced Trebuchet in your Ranged row.
Chapter 1: <span class=""keyword spawn"">Spawn</span> a Battering Ram in your Ranged row.
Chapter 2: <span class=""keyword spawn"">Spawn</span> and play Bombardment.
","","","gwent_card"
"","War Chariot","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/war_chariot.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>War Chariot</strong>

<em>Machine, Siege Engine</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Give <span class=""keyword bleeding"">Bleeding</span> for 4 turns to an enemy unit.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Move an enemy unit to the other row.
<span class=""keyword crew"">Crew</span>: Combine both <span class=""keyword deploy"">Deploy</span> abilities.
","","","gwent_card"
"","Immortals","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/immortals.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Immortals</strong>

<em>Human, Soldier</em>

<span class=""keyword shield"">Shield</span>.
<span class=""keyword melee"">Melee</span>: Whenever this unit loses its <span class=""keyword shield"">Shield</span>, boost it by 2.
At the end of your turn, gain <span class=""keyword shield"">Shield</span>.
","","","gwent_card"
"","Siege Ladder","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/siege_ladder.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Siege Ladder</strong>

<em>Machine, Siege Engine</em>

<span class=""keyword deploy"">Deploy</span>: Move an allied unit to other row.
<span class=""keyword crew"">Crew</span>: Boost it by 2.
","","","gwent_card"
